State,Institute,Course,Seats,Fee
Kerala,"Govt Med Coll, Kottayam",MBBS,0+1(VV),23150
Kerala,"Govt Med Coll, Kottayam",MBBS,1,23150
Tamil Nadu,Thanjavur Med Coll,MBBS,2,18073
Tamil Nadu,Thanjavur Med Coll,MBBS,0+1(VV),18073
Tamil Nadu,Thanjavur Med Coll,MBBS,0+1(VV),18073
Uttar Pradesh,"Auton. State Med Coll, Deoria",MBBS,1,24000
Uttar Pradesh,"Govt Med Coll, Bahraich",MBBS,3,24000
Uttar Pradesh,"Govt Med Coll, Bahraich",MBBS,2+1(VV),24000
Uttar Pradesh,"Govt Med Coll, Bahraich",MBBS,3,24000
Karnataka,"Shri Atal Bihari Vajpayee, BLR",MBBS,1,64350
Karnataka,"Shri Atal Bihari Vajpayee, BLR",MBBS,2,64350
Karnataka,"Shri Atal Bihari Vajpayee, BLR",MBBS,2,64350
Uttar Pradesh,"Govt Med Coll, Faizabad",MBBS,1,24000
Uttar Pradesh,"Govt Med Coll, Faizabad",MBBS,1,24000
Uttar Pradesh,"Govt Med Coll, Faizabad",MBBS,1,24000
Jharkhand,"MGM Med Coll, Jamshedpur",MBBS,2,9130
Jharkhand,"MGM Med Coll, Jamshedpur",MBBS,2,9130
Jharkhand,"MGM Med Coll, Jamshedpur",MBBS,1,9130
Jharkhand,"MGM Med Coll, Jamshedpur",MBBS,1+1(VV),9130
Uttar Pradesh,"Auton. State Med Coll,Fatehpur",MBBS,2,24000
Uttar Pradesh,"Auton. State Med Coll,Fatehpur",MBBS,2,24000
Uttar Pradesh,"Auton. State Med Coll,Fatehpur",MBBS,1+1(VV),24000
Maharashtra,"Govt Med Coll, Miraj",MBBS,5,158600
Maharashtra,"Govt Med Coll, Miraj",MBBS,4,158600
Maharashtra,"Govt Med Coll, Miraj",MBBS,1+3(VV),158600
Madhya Pradesh,"Govt Med Coll, Neemuch",MBBS,1,100000
Madhya Pradesh,"Govt Med Coll, Neemuch",MBBS,1,100000
Madhya Pradesh,"Govt Med Coll, Neemuch",MBBS,0+1(VV),100000
Uttar Pradesh,"Auton. State Med Coll,Mirzapur",MBBS,2,24000
Uttar Pradesh,"Auton. State Med Coll,Mirzapur",MBBS,2,24000
Uttar Pradesh,"Auton. State Med Coll,Mirzapur",MBBS,0+1(VV),24000
Uttar Pradesh,"Auton. State Med Coll,Mirzapur",MBBS,1,24000
Uttar Pradesh,"Dr ZA Dental Coll, AMU,Aligarh",BDS,5,53000
Uttar Pradesh,"Dr ZA Dental Coll, AMU,Aligarh",BDS,0+4(VV),53000
Uttar Pradesh,"Dr ZA Dental Coll, AMU,Aligarh",BDS,0+3(VV),53000
West Bengal,"ESI, Joka, Kolkata",MBBS,2,100000
West Bengal,"ESI, Joka, Kolkata",MBBS,2,100000
West Bengal,"ESI, Joka, Kolkata",MBBS,3,100000
Tamil Nadu,Tirunelveli Med Coll,MBBS,4,18073
Tamil Nadu,Tirunelveli Med Coll,MBBS,4,18073
Tamil Nadu,Tirunelveli Med Coll,MBBS,2+1(VV),18073
Uttar Pradesh,"Govt Med Coll, Rampur, Basti",MBBS,3,24000
Uttar Pradesh,"Govt Med Coll, Rampur, Basti",MBBS,2+1(VV),24000
Uttar Pradesh,"Govt Med Coll, Rampur, Basti",MBBS,0+3(VV),24000
Maharashtra,"Rajiv Gandhi MC & CSMH, Thane",MBBS,1,158600
Maharashtra,"Rajiv Gandhi MC & CSMH, Thane",MBBS,1,158600
Maharashtra,"Rajiv Gandhi MC & CSMH, Thane",MBBS,0+1(VV),158600
West Bengal,"ESI, Joka, Kolkata",MBBS,1,100000
West Bengal,"ESI, Joka, Kolkata",MBBS,1,100000
Uttarakhand,"Govt Med Coll, Haldwani",MBBS,2,150000
Uttarakhand,"Govt Med Coll, Haldwani",MBBS,1+1(VV),150000
Uttarakhand,"Govt Med Coll, Haldwani",MBBS,0+2(VV),150000
Madhya Pradesh,"Govt Med Coll, Mandsaur",MBBS,1,100000
Madhya Pradesh,"Govt Med Coll, Mandsaur",MBBS,1,100000
Maharashtra,"Indira Gandhi MedColl, Nagpur",MBBS,2,158600
Maharashtra,"Indira Gandhi MedColl, Nagpur",MBBS,1+1(VV),158600
Maharashtra,"Indira Gandhi MedColl, Nagpur",MBBS,1+1(VV),158600
Maharashtra,"VMMC, Solapur",MBBS,2,158600
Maharashtra,"VMMC, Solapur",MBBS,1+1(VV),158600
Maharashtra,"VMMC, Solapur",MBBS,0+1(VV),158600
Madhya Pradesh,"Govt Med Coll, Seoni",MBBS,2,100000
Madhya Pradesh,"Govt Med Coll, Seoni",MBBS,2,100000
Madhya Pradesh,"Govt Med Coll, Seoni",MBBS,2,100000
Madhya Pradesh,"Govt Med Coll, Seoni",MBBS,1,100000
Uttar Pradesh,"Auto. State Med Coll, Kushinagar",MBBS,2,24000
Uttar Pradesh,"Auto. State Med Coll, Kushinagar",MBBS,2,24000
Uttar Pradesh,"Auto. State Med Coll, Kushinagar",MBBS,0+1(VV),24000
Maharashtra,"Lokmanya Tilak, Sion, Mumbai",MBBS,3,158600
Maharashtra,"Lokmanya Tilak, Sion, Mumbai",MBBS,2,158600
Maharashtra,"Lokmanya Tilak, Sion, Mumbai",MBBS,1+2(VV),158600
Bihar,"Vardhman IMS, Nalanda",MBBS,2,9500
Bihar,"Vardhman IMS, Nalanda",MBBS,2,9500
Bihar,"Vardhman IMS, Nalanda",MBBS,1+1(VV),9500
Maharashtra,"Govt Med Coll, Aurangabad",MBBS,2,158600
Maharashtra,"Govt Med Coll, Aurangabad",MBBS,1+1(VV),158600
Maharashtra,"Govt Med Coll, Aurangabad",MBBS,0+2(VV),158600
Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",MBBS,3,158600
Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",MBBS,3,158600
Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",MBBS,1+2(VV),158600
Rajasthan,"Govt Med Coll, Nagaur",MBBS,1,96029
Rajasthan,"Govt Med Coll, Nagaur",MBBS,1,96029
Rajasthan,"Govt Med Coll, Nagaur",MBBS,1,96029
Uttar Pradesh,"UP Univ of Med Sci, Etawah",MBBS,1,24000
Uttar Pradesh,"UP Univ of Med Sci, Etawah",MBBS,0+1(VV),24000
Uttar Pradesh,"UP Univ of Med Sci, Etawah",MBBS,1,24000
Maharashtra,"Shri VR Naik Govt, Yavatmal",MBBS,4,158600
Maharashtra,"Shri VR Naik Govt, Yavatmal",MBBS,2+1(VV),158600
Maharashtra,"Shri VR Naik Govt, Yavatmal",MBBS,0+3(VV),158600
Rajasthan,"Govt Med Coll, Sri Ganganagar",MBBS,1,96029
Rajasthan,"Govt Med Coll, Sri Ganganagar",MBBS,0+1(VV),96029
Rajasthan,"Govt Med Coll, Sri Ganganagar",MBBS,1,96029
Madhya Pradesh,"GMC, Sheopur",MBBS,2,100000
Madhya Pradesh,"GMC, Sheopur",MBBS,0+2(VV),100000
Rajasthan,"Government Med Coll, Hanumangarh",MBBS,1,96029
Rajasthan,"Government Med Coll, Hanumangarh",MBBS,1,96029
Rajasthan,"Government Med Coll, Hanumangarh",MBBS,0+1(VV),96029
Bihar,"Govt Med Coll, Bettiah",MBBS,2,9500
Bihar,"Govt Med Coll, Bettiah",MBBS,2,9500
Bihar,"Govt Med Coll, Bettiah",MBBS,0+2(VV),9500
Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",MBBS,3,36400
Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",MBBS,2+1(VV),36400
Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",MBBS,3,36400
Uttar Pradesh,"Auton. State Med Coll, Etah",MBBS,1,24000
Uttar Pradesh,"Auton. State Med Coll, Etah",MBBS,1,24000
Uttar Pradesh,"Auton. State Med Coll, Etah",MBBS,1,24000
Bihar,"Sri Krishna, Muzzafarpur",MBBS,2,9500
Bihar,"Sri Krishna, Muzzafarpur",MBBS,1+1(VV),9500
Bihar,"Sri Krishna, Muzzafarpur",MBBS,0+2(VV),9500
Uttar Pradesh,"Auton.State MedColl,Pratapgarh",MBBS,3,24000
Uttar Pradesh,"Auton.State MedColl,Pratapgarh",MBBS,3,24000
Uttar Pradesh,"Auton.State MedColl,Pratapgarh",MBBS,1+2(VV),24000
Uttar Pradesh,"Govt Med Coll, Kannauj",MBBS,1,24000
Uttar Pradesh,"Govt Med Coll, Kannauj",MBBS,1,24000
Uttar Pradesh,"Govt Med Coll, Kannauj",MBBS,0+1(VV),24000
Telangana,"Govt Med Coll, Nizamabad",MBBS,2,14000
Telangana,"Govt Med Coll, Nizamabad",MBBS,2,14000
Telangana,"Govt Med Coll, Nizamabad",MBBS,1,14000
Himachal Pradesh,"DrRadhakrishnan GovtColl,Hamirpur",MBBS,1,50000
Himachal Pradesh,"DrRadhakrishnan GovtColl,Hamirpur",MBBS,1,50000
Himachal Pradesh,"DrRadhakrishnan GovtColl,Hamirpur",MBBS,1,50000
Madhya Pradesh,"Govt Med Coll, Shahdol, MP",MBBS,3,100000
Madhya Pradesh,"Govt Med Coll, Shahdol, MP",MBBS,3,100000
Madhya Pradesh,"Govt Med Coll, Shahdol, MP",MBBS,0+3(VV),100000
Bihar,"Darbhanga, Lehriasarai",MBBS,3,9500
Bihar,"Darbhanga, Lehriasarai",MBBS,3,9500
Bihar,"Darbhanga, Lehriasarai",MBBS,0+1(VV),9500
Uttar Pradesh,"Auton. StateMed,Siddharthnagar",MBBS,2,24000
Uttar Pradesh,"Auton. StateMed,Siddharthnagar",MBBS,1+1(VV),24000
Uttar Pradesh,"Auton. StateMed,Siddharthnagar",MBBS,1+1(VV),24000
West Bengal,Burdwan Medical College,MBBS,5,9000
West Bengal,Burdwan Medical College,MBBS,3+1(VV),9000
West Bengal,Burdwan Medical College,MBBS,1+3(VV),9000
Karnataka,"ESIC Med Coll,Gulbarga",MBBS,3,100000
Karnataka,"ESIC Med Coll,Gulbarga",MBBS,2+1(VV),100000
Karnataka,"ESIC Med Coll,Gulbarga",MBBS,1+1(VV),100000
Madhya Pradesh,"Government Med Coll, Satna",MBBS,2,100000
Madhya Pradesh,"Government Med Coll, Satna",MBBS,2,100000
Madhya Pradesh,"Government Med Coll, Satna",MBBS,0+2(VV),100000
Karnataka,"Mandya IMS, Mandya",MBBS,3,64350
Karnataka,"Mandya IMS, Mandya",MBBS,3,64350
Karnataka,"Mandya IMS, Mandya",MBBS,1+1(VV),64350
Bihar,"Jawaharlal Nehru, Bhagalpur",MBBS,3,9500
Bihar,"Jawaharlal Nehru, Bhagalpur",MBBS,3,9500
Bihar,"Jawaharlal Nehru, Bhagalpur",MBBS,1+2(VV),9500
Bihar,"Jawaharlal Nehru, Bhagalpur",MBBS,1,9500
Chhattisgarh,"Govt Med Coll, Rajnandgaon",MBBS,3,50000
Chhattisgarh,"Govt Med Coll, Rajnandgaon",MBBS,2,50000
Chhattisgarh,"Govt Med Coll, Rajnandgaon",MBBS,1+1(VV),50000
Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",MBBS,3,15000
Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",MBBS,1+2(VV),15000
Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",MBBS,0+3(VV),15000
Rajasthan,"Govt Med Coll, Baran",MBBS,1,96029
Rajasthan,"Govt Med Coll, Baran",MBBS,1,96029
Rajasthan,"Govt Med Coll, Baran",MBBS,1,96029
Madhya Pradesh,"Govt Med Coll, Shivpuri",MBBS,1,100000
Madhya Pradesh,"Govt Med Coll, Shivpuri",MBBS,1,100000
Madhya Pradesh,"Govt Med Coll, Shivpuri",MBBS,0+1(VV),100000
Odisha,"Pt Raghunath Med Coll,Baripada",MBBS,2,22000
Odisha,"Pt Raghunath Med Coll,Baripada",MBBS,1+1(VV),22000
Odisha,"Pt Raghunath Med Coll,Baripada",MBBS,2,22000
Maharashtra,"VMMC, Solapur",MBBS,4,158600
Maharashtra,"VMMC, Solapur",MBBS,3+1(VV),158600
Maharashtra,"VMMC, Solapur",MBBS,3+1(VV),158600
Uttar Pradesh,"Auto. State Med Coll, Sultanpur",MBBS,3,24000
Uttar Pradesh,"Auto. State Med Coll, Sultanpur",MBBS,2+1(VV),24000
Uttar Pradesh,"Auto. State Med Coll, Sultanpur",MBBS,0+3(VV),24000
Uttar Pradesh,"Govt Med Coll, Azamgarh",MBBS,1,24000
Uttar Pradesh,"Govt Med Coll, Azamgarh",MBBS,1,24000
Uttar Pradesh,"Govt Med Coll, Azamgarh",MBBS,0+1(VV),24000
Uttar Pradesh,"Govt Med Coll, Azamgarh",MBBS,1,24000
Telangana,"Govt Med Coll, Suryapet",MBBS,2,14000
Telangana,"Govt Med Coll, Suryapet",MBBS,0+1(VV),14000
Telangana,"Govt Med Coll, Suryapet",MBBS,0+1(VV),14000
Punjab,"Govt Med Coll, Patiala",MBBS,3,192000
Punjab,"Govt Med Coll, Patiala",MBBS,2+1(VV),192000
Punjab,"Govt Med Coll, Patiala",MBBS,1+2(VV),192000
Madhya Pradesh,"Govt Med Coll, Seoni",MBBS,1,100000
Madhya Pradesh,"Govt Med Coll, Seoni",MBBS,1,100000
Madhya Pradesh,"Govt Med Coll, Seoni",MBBS,0+1(VV),100000
Uttar Pradesh,"Auton. State Med Coll,Ghazipur",MBBS,2,24000
Uttar Pradesh,"Auton. State Med Coll,Ghazipur",MBBS,1+1(VV),24000
Uttar Pradesh,"Auton. State Med Coll,Ghazipur",MBBS,0+2(VV),24000
Madhya Pradesh,"Govt Med Coll, Datia",MBBS,1,100000
Madhya Pradesh,"Govt Med Coll, Datia",MBBS,1,100000
Madhya Pradesh,"Govt Med Coll, Datia",MBBS,1,100000
Kerala,"GMC, Kasaragod",MBBS,1,23150
Kerala,"GMC, Kasaragod",MBBS,0+1(VV),23150
Kerala,"GMC, Kasaragod",MBBS,1,23150
Karnataka,"Belagavi IMS, Belagavi",MBBS,3,64350
Karnataka,"Belagavi IMS, Belagavi",MBBS,4,64350
Karnataka,"Belagavi IMS, Belagavi",MBBS,1+2(VV),64350
Maharashtra,"Govt Med Coll, Nanded",MBBS,4,158600
Maharashtra,"Govt Med Coll, Nanded",MBBS,4,158600
Maharashtra,"Govt Med Coll, Nanded",MBBS,2+1(VV),158600
Himachal Pradesh,"Govt Med Coll, Nahan",MBBS,2,50000
Himachal Pradesh,"Govt Med Coll, Nahan",MBBS,1+1(VV),50000
Himachal Pradesh,"Govt Med Coll, Nahan",MBBS,0+2(VV),50000
Uttar Pradesh,"Govt Med Coll, Kaushambi",MBBS,2,24000
Uttar Pradesh,"Govt Med Coll, Kaushambi",MBBS,2,24000
Uttar Pradesh,"Govt Med Coll, Kaushambi",MBBS,1+1(VV),24000
Bihar,"Nalanda Med Coll, Patna",MBBS,2,9500
Bihar,"Nalanda Med Coll, Patna",MBBS,1+1(VV),9500
Bihar,"Nalanda Med Coll, Patna",MBBS,0+2(VV),9500
Bihar,"Nalanda Med Coll, Patna",MBBS,1,9500
Madhya Pradesh,"GMC, Singrauli",MBBS,1,100000
Madhya Pradesh,"GMC, Singrauli",MBBS,1,100000
Uttar Pradesh,"Auton. State Med Coll, Jaunpur",MBBS,2,24000
Uttar Pradesh,"Auton. State Med Coll, Jaunpur",MBBS,1+1(VV),24000
Uttar Pradesh,"Auton. State Med Coll, Jaunpur",MBBS,2,24000
Maharashtra,"ESI, Andheri, Mumbai",MBBS,1,100000
Maharashtra,"ESI, Andheri, Mumbai",MBBS,0+1(VV),100000
Uttar Pradesh,"Govt Med Coll, Lakhimpur Kheri",MBBS,3,24000
Uttar Pradesh,"Govt Med Coll, Lakhimpur Kheri",MBBS,3,24000
Uttar Pradesh,"Govt Med Coll, Lakhimpur Kheri",MBBS,2+1(VV),24000
Uttar Pradesh,"Govt Med Coll, Lakhimpur Kheri",MBBS,1,24000
Himachal Pradesh,"Govt Med Coll, Chamba",MBBS,1,50000
Himachal Pradesh,"Govt Med Coll, Chamba",MBBS,1,50000
Himachal Pradesh,"Govt Med Coll, Chamba",MBBS,1,50000
Chhattisgarh,"BaliramKashyap NDMC, Jagdalpur",MBBS,3,50000
Chhattisgarh,"BaliramKashyap NDMC, Jagdalpur",MBBS,2,50000
Chhattisgarh,"BaliramKashyap NDMC, Jagdalpur",MBBS,0+1(VV),50000
Uttar Pradesh,"Govt Med Coll, Gonda",MBBS,2,24000
Uttar Pradesh,"Govt Med Coll, Gonda",MBBS,1+1(VV),24000
Uttar Pradesh,"Govt Med Coll, Gonda",MBBS,0+1(VV),24000
Jharkhand,"Dumka Medical Coll,Dighi Dumka",MBBS,2,20100
Jharkhand,"Dumka Medical Coll,Dighi Dumka",MBBS,1+1(VV),20100
Jharkhand,"Dumka Medical Coll,Dighi Dumka",MBBS,1+1(VV),20100
Bihar,"Jannayak Karpoori Med,Madhepura",MBBS,2,9500
Bihar,"Jannayak Karpoori Med,Madhepura",MBBS,2,9500
Bihar,"Jannayak Karpoori Med,Madhepura",MBBS,1+1(VV),9500
Bihar,"Jawaharlal Nehru, Bhagalpur",MBBS,1,9500
Bihar,"Jawaharlal Nehru, Bhagalpur",MBBS,1,9500
Bihar,"Jawaharlal Nehru, Bhagalpur",MBBS,0+1(VV),9500
Bihar,"Jawaharlal Nehru, Bhagalpur",MBBS,1,9500
Andhra Pradesh,"ACSR Govt Med Coll, Nellore",MBBS,3,15000
Andhra Pradesh,"ACSR Govt Med Coll, Nellore",MBBS,2,15000
Andhra Pradesh,"ACSR Govt Med Coll, Nellore",MBBS,0+2(VV),15000
Jharkhand,"Hazaribagh Med Coll,Hazaribagh",MBBS,3,9180
Jharkhand,"Hazaribagh Med Coll,Hazaribagh",MBBS,3,9180
Jharkhand,"Hazaribagh Med Coll,Hazaribagh",MBBS,1,9180
Jammu and Kashmir,"Government Med Coll, Udhampur",MBBS,2,27060
Jammu and Kashmir,"Government Med Coll, Udhampur",MBBS,2,27060
Jammu and Kashmir,"Government Med Coll, Udhampur",MBBS,0+2(VV),27060
Uttar Pradesh,"Govt Med Coll, Chandauli",MBBS,2,24000
Uttar Pradesh,"Govt Med Coll, Chandauli",MBBS,1,24000
Uttar Pradesh,"Govt Med Coll, Chandauli",MBBS,0+1(VV),24000
Uttar Pradesh,"Govt Allopathic Med Coll,Banda",MBBS,1,24000
Uttar Pradesh,"Govt Allopathic Med Coll,Banda",MBBS,1,24000
Uttar Pradesh,"Govt Allopathic Med Coll,Banda",MBBS,1,24000
Bihar,"ESIC Med Coll, Patna",MBBS,1,100000
Bihar,"ESIC Med Coll, Patna",MBBS,0+1(VV),100000
Uttar Pradesh,"Rajkiya Med Coll, Jalaun",MBBS,2,24000
Uttar Pradesh,"Rajkiya Med Coll, Jalaun",MBBS,2,24000
Uttar Pradesh,"Rajkiya Med Coll, Jalaun",MBBS,0+1(VV),24000
Uttar Pradesh,"Autonomous Med Coll, Sonebhadra",MBBS,2,24000
Uttar Pradesh,"Autonomous Med Coll, Sonebhadra",MBBS,2,24000
Uttar Pradesh,"Autonomous Med Coll, Sonebhadra",MBBS,1+1(VV),24000
Maharashtra,"Govt Med Coll, Nandurbar",MBBS,2,158600
Maharashtra,"Govt Med Coll, Nandurbar",MBBS,1,158600
Maharashtra,"Govt Med Coll, Nandurbar",MBBS,1,158600
Uttarakhand,"VCSG Med Coll, Pauri Garhwal",MBBS,1,150000
Uttarakhand,"VCSG Med Coll, Pauri Garhwal",MBBS,1,150000
Uttarakhand,"VCSG Med Coll, Pauri Garhwal",MBBS,1,150000
Jharkhand,"MGM Med Coll, Jamshedpur",MBBS,1,9130
Jharkhand,"MGM Med Coll, Jamshedpur",MBBS,1,9130
Jharkhand,"MGM Med Coll, Jamshedpur",MBBS,1,9130
Jharkhand,"MGM Med Coll, Jamshedpur",MBBS,1,9130
Odisha,"Govt Med Coll and Hosp, Jajpur",MBBS,1,22000
Odisha,"Govt Med Coll and Hosp, Jajpur",MBBS,1,22000
Odisha,"Govt Med Coll and Hosp, Jajpur",MBBS,1,22000
Maharashtra,"Govt Med Coll, Akola",MBBS,4,158600
Maharashtra,"Govt Med Coll, Akola",MBBS,3+1(VV),158600
Maharashtra,"Govt Med Coll, Akola",MBBS,2+2(VV),158600
Chhattisgarh,"Govt Med Coll, Ambikapur",MBBS,3,50000
Chhattisgarh,"Govt Med Coll, Ambikapur",MBBS,3,50000
Chhattisgarh,"Govt Med Coll, Ambikapur",MBBS,0+3(VV),50000
West Bengal,"NBMC, Darjeeling",MBBS,5,9000
West Bengal,"NBMC, Darjeeling",MBBS,4,9000
West Bengal,"NBMC, Darjeeling",MBBS,3+1(VV),9000
West Bengal,"NBMC, Darjeeling",MBBS,1,9000
Bihar,"Government Med Coll, Purnea",MBBS,2,9500
Bihar,"Government Med Coll, Purnea",MBBS,1+1(VV),9500
Bihar,"Government Med Coll, Purnea",MBBS,1,9500
Jammu and Kashmir,"Government Med Coll, Udhampur",MBBS,1,27060
Jammu and Kashmir,"Government Med Coll, Udhampur",MBBS,1,27060
Jammu and Kashmir,"Government Med Coll, Udhampur",MBBS,1,27060
Maharashtra,"SRTT, Ambajogai",MBBS,3,158600
Maharashtra,"SRTT, Ambajogai",MBBS,3,158600
Maharashtra,"SRTT, Ambajogai",MBBS,0+3(VV),158600
Punjab,"Govt Med Coll, Amritsar",MBBS,2,192000
Punjab,"Govt Med Coll, Amritsar",MBBS,1+1(VV),192000
Punjab,"Govt Med Coll, Amritsar",MBBS,0+2(VV),192000
Tamil Nadu,"Govt Med Coll & ESI,Coimbatore",MBBS,2,18073
Tamil Nadu,"Govt Med Coll & ESI,Coimbatore",MBBS,2,18073
Tamil Nadu,"Govt Med Coll & ESI,Coimbatore",MBBS,1,18073
Telangana,"Govt Med Coll, Mahabubnagar",MBBS,3,14000
Telangana,"Govt Med Coll, Mahabubnagar",MBBS,2+1(VV),14000
Telangana,"Govt Med Coll, Mahabubnagar",MBBS,0+1(VV),14000
Karnataka,"VIMS, Bellary",MBBS,5,64350
Karnataka,"VIMS, Bellary",MBBS,5+1(VV),64350
Karnataka,"VIMS, Bellary",MBBS,0+4(VV),64350
Kerala,"Govt Med Coll, Kollam",MBBS,2,23150
Kerala,"Govt Med Coll, Kollam",MBBS,2,23150
Kerala,"Govt Med Coll, Kollam",MBBS,2,23150
Kerala,"Govt Med Coll, Kollam",MBBS,2,23150
Tamil Nadu,Kanyakumari Med Coll,MBBS,3,18073
Tamil Nadu,Kanyakumari Med Coll,MBBS,3,18073
Tamil Nadu,Kanyakumari Med Coll,MBBS,0+2(VV),18073
Chhattisgarh,"CCM Govt Medical College, Durg",MBBS,5,50000
Chhattisgarh,"CCM Govt Medical College, Durg",MBBS,5,50000
Chhattisgarh,"CCM Govt Medical College, Durg",MBBS,0+5(VV),50000
Uttar Pradesh,"Auton. State Med Coll,Amethi",MBBS,3,24000
Uttar Pradesh,"Auton. State Med Coll,Amethi",MBBS,1,24000
Uttar Pradesh,"Auton. State Med Coll,Amethi",MBBS,1,24000
Uttar Pradesh,"Govt Med Coll, Rampur, Basti",MBBS,1,24000
Uttar Pradesh,"Govt Med Coll, Rampur, Basti",MBBS,0+1(VV),24000
Uttar Pradesh,"Govt Med Coll, Rampur, Basti",MBBS,0+1(VV),24000
Uttar Pradesh,"Auton. State Med Coll,Mirzapur",MBBS,1,24000
Uttar Pradesh,"Auton. State Med Coll,Mirzapur",MBBS,1,24000
Uttar Pradesh,"Auton. State Med Coll,Mirzapur",MBBS,0+1(VV),24000
Jammu and Kashmir,"Government Med Coll,Rajouri",MBBS,1,26250
Jammu and Kashmir,"Government Med Coll,Rajouri",MBBS,1,26250
Jammu and Kashmir,"Government Med Coll,Rajouri",MBBS,0+1(VV),26250
Karnataka,"Mandya IMS, Mandya",MBBS,2,64350
Karnataka,"Mandya IMS, Mandya",MBBS,2,64350
Karnataka,"Mandya IMS, Mandya",MBBS,0+2(VV),64350
Delhi,"VMMC, Delhi",MBBS,10,41000
Madhya Pradesh,"AIIMS, Bhopal",MBBS,3,1350
Uttar Pradesh,"Govt Med Coll, Shahjhanpur",MBBS,1,24000
Uttar Pradesh,"Govt Med Coll, Shahjhanpur",MBBS,1,24000
Uttar Pradesh,"Govt Med Coll, Shahjhanpur",MBBS,1,24000
Kerala,"Medical College, Trivandrum",MBBS,3,23150
Kerala,"Medical College, Trivandrum",MBBS,3,23150
Kerala,"Medical College, Trivandrum",MBBS,0+3(VV),23150
Madhya Pradesh,"AIIMS, Bhopal",MBBS,1,1350
Madhya Pradesh,"Govt Med Coll, Chhindwara",MBBS,1,100000
Madhya Pradesh,"Govt Med Coll, Chhindwara",MBBS,2,100000
Madhya Pradesh,"Govt Med Coll, Chhindwara",MBBS,0+2(VV),100000
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",MBBS,2,50000
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",MBBS,2,50000
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",MBBS,2,50000
Maharashtra,"Sri Bhausaheb, Dhule",MBBS,3,158600
Maharashtra,"Sri Bhausaheb, Dhule",MBBS,3,158600
Maharashtra,"Sri Bhausaheb, Dhule",MBBS,1+2(VV),158600
Bihar,"Vardhman IMS, Nalanda",MBBS,1,9500
Bihar,"Vardhman IMS, Nalanda",MBBS,1,9500
Bihar,"Vardhman IMS, Nalanda",MBBS,1,9500
Uttar Pradesh,"Auton. State Med Coll, Hardoi",MBBS,1,24000
Uttar Pradesh,"Auton. State Med Coll, Hardoi",MBBS,1,24000
Uttar Pradesh,"Auton. State Med Coll, Hardoi",MBBS,0+1(VV),24000
West Bengal,Calcutta National Med Coll,MBBS,3,9000
West Bengal,Calcutta National Med Coll,MBBS,3,9000
West Bengal,Calcutta National Med Coll,MBBS,1,9000
Kerala,"Govt Med Coll, Ernakulam",MBBS,3,23150
Kerala,"Govt Med Coll, Ernakulam",MBBS,3,23150
Kerala,"Govt Med Coll, Ernakulam",MBBS,2+1(VV),23150
Uttar Pradesh,"Auto. State Med Coll, Bijnor",MBBS,1,24000
Uttar Pradesh,"Auto. State Med Coll, Bijnor",MBBS,1,24000
Chhattisgarh,"CIMS, Bilaspur",MBBS,1,50000
Chhattisgarh,"CIMS, Bilaspur",MBBS,0+1(VV),50000
Chhattisgarh,"CIMS, Bilaspur",MBBS,0+1(VV),50000
Maharashtra,"Govt Med Coll, Latur",MBBS,3,158600
Maharashtra,"Govt Med Coll, Latur",MBBS,3,158600
Maharashtra,"Govt Med Coll, Latur",MBBS,3,158600
Karnataka,"Gulbarga IMS, Gulbarga",MBBS,4,64350
Karnataka,"Gulbarga IMS, Gulbarga",MBBS,5,64350
Karnataka,"Gulbarga IMS, Gulbarga",MBBS,0+2(VV),64350
Jammu and Kashmir,"Government Med Coll,Rajouri",MBBS,2,26250
Jammu and Kashmir,"Government Med Coll,Rajouri",MBBS,2,26250
Jammu and Kashmir,"Government Med Coll,Rajouri",MBBS,0+2(VV),26250
Jammu and Kashmir,"Government Med Coll,Rajouri",MBBS,1,26250
Jammu and Kashmir,"Government Med Coll,Rajouri",MBBS,1,26250
Telangana,"Govt Med Coll, Quthbullapur",MBBS,1,14000
Telangana,"Govt Med Coll, Quthbullapur",MBBS,1,14000
Telangana,"Govt Med Coll, Quthbullapur",MBBS,0+1(VV),14000
Telangana,"Govt Med Coll, Quthbullapur",MBBS,1,14000
Odisha,"Government Med Coll, Sundargarh",MBBS,2,22000
Odisha,"Government Med Coll, Sundargarh",MBBS,1+1(VV),22000
Odisha,"Government Med Coll, Sundargarh",MBBS,1+1(VV),22000
Jharkhand,"Palamu Medical College, Palamu",MBBS,2,9200
Jharkhand,"Palamu Medical College, Palamu",MBBS,1+1(VV),9200
Jharkhand,"Palamu Medical College, Palamu",MBBS,0+2(VV),9200
